track_name,artists,track_number,song_id,added_time,popularity,duration_ms,genres,extracted_at
golden hour,JVKE,3,5odlY52u43F5BjByhxg7wg,2022-11-23T14:27:45Z,88,209259,"modern indie pop, pop",29:36.3
"Duki: Bzrp Music Sessions, Vol. 50","Bizarrap, Duki",1,7MkylDYvKTSuWgrsBhHlsG,2022-11-23T14:27:45Z,85,221303,"argentine hip hop, trap argentino, trap latino, trap triste",29:36.3
CUFF IT,Beyoncé,4,1xzi1Jcr7mEi9K2RfzLOqS,2022-11-23T14:27:45Z,93,225388,"dance pop, pop, r&b",29:36.3
I Wanna Be Yours,Arctic Monkeys,12,5XeFesFbtLpXzIVDNQP22n,2022-11-23T14:27:45Z,92,183956,"garage rock, modern rock, permanent wave, rock, sheffield indie",29:36.3
Lift Me Up,Rihanna,1,6sCvvleqKbeyOkQDieBYgp,2022-11-23T14:27:45Z,73,196520,"barbadian pop, dance pop, pop, urban contemporary",29:36.3
Efecto,Bad Bunny,10,5Eax0qFko2dh7Rl2lYs3bx,2022-11-23T14:27:45Z,94,213061,"reggaeton, trap latino",29:36.3
Sweater Weather,The Neighbourhood,4,2QjOHCTQ1Jl3zawyYOpxh6,2022-11-23T14:27:45Z,92,240400,"modern alternative rock, modern rock, pop, shimmer pop",29:36.3
SNAP,Rosa Linn,5,6zJejIfVYLgjud3lTk4DLB,2022-11-23T14:27:45Z,62,179551,alt z,29:36.3
Glimpse of Us,Joji,1,4ewazQLXFTDC8XvCbhvtXs,2022-11-23T14:27:45Z,82,233456,viral pop,29:36.3
Ojitos Lindos,"Bad Bunny, Bomba Estéreo",14,3k3NWokhRRkEPhCzPmV8TW,2022-11-23T14:27:45Z,93,258298,"cumbia, latin alternative, pop electronico, tropical alternativo",29:36.3
"You're On Your Own, Kid",Taylor Swift,5,4D7BCuvgdJlYvlX5WlN54t,2022-11-23T14:27:45Z,89,194206,pop,29:36.3
Maroon,Taylor Swift,2,3eX0NZfLtGzoLUxPNvRfqm,2022-11-23T14:27:45Z,89,218270,pop,29:36.3
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",4,1wtOxkiel43cVs0Yux5Q4h,2022-11-23T14:27:45Z,90,256124,"art pop, pop",29:36.3
Monotonía,"Shakira, Ozuna",1,6G12ZafqofSq7YtrMqUm76,2022-11-23T14:27:45Z,92,158804,"puerto rican pop, reggaeton, trap latino",29:36.3
Die For You,Joji,3,26hOm7dTtBi0TdpDGl141t,2022-11-23T14:27:45Z,89,211666,viral pop,29:36.3
Bejeweled,Taylor Swift,9,3qoftcUZaUOncvIYjFSPdE,2022-11-23T14:27:45Z,88,194165,pop,29:36.3
Karma,Taylor Swift,11,7KokYm8cMIXCsGVmUvKtqf,2022-11-23T14:27:45Z,89,204852,pop,29:36.3
Heat Waves,Glass Animals,14,02MWAaffLxlfxAUY7c5dvx,2022-11-23T14:27:45Z,86,238805,"gauze pop, indietronica, shiver pop",29:36.3
Last Christmas,Wham!,1,2FRnf9qhLbvw8fu4IBXx78,2022-11-23T14:27:45Z,83,262960,"dance pop, disco, europop, new romantic, new wave, new wave pop, soft rock, synthpop",29:36.3
Bones,Imagine Dragons,1,54ipXppHLA8U4yqpOFTUhr,2022-11-23T14:27:45Z,85,165264,"modern rock, rock",29:36.3
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",6,5Odq8ohlgIbQKMZivbWkEo,2022-11-23T14:27:45Z,82,154486,"k-pop, k-pop boy group",29:36.3
Feliz Cumpleaños Ferxxo,Feid,3,2CeKVsFFXG4QzA415QygGb,2022-11-23T14:27:45Z,86,155960,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino",29:36.3
Just Wanna Rock,Lil Uzi Vert,1,4FyesJzVpA39hbYvcseO2d,2022-11-23T14:27:45Z,88,123890,"melodic rap, philly rap, rap, trap",29:36.3
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",3,5PjdY0CKGZdEuoNab3yDmX,2022-11-23T14:27:45Z,85,141805,"canadian pop, pop",29:36.3
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",1,3nqQXoyQOWXiESFLlDF1hG,2022-11-24T11:59:30Z,100,156943,"dance pop, pop, transpop",45:34.7
Anti-Hero,Taylor Swift,3,0V3wPSX9ygBnCm8psDIegu,2022-11-24T11:59:30Z,97,200690,pop,45:34.7
Rich Flex,"Drake, 21 Savage",1,1bDbXMyjaUIooNwFE9wn0N,2022-11-24T11:59:30Z,95,239359,"atl hip hop, rap",45:34.7
As It Was,Harry Styles,4,4Dvkj6JhhA12EX05fT7y2e,2022-11-24T11:59:30Z,91,167303,pop,45:34.7
I'm Good (Blue),"David Guetta, Bebe Rexha",1,4uUG5RXrOk84mYEfFvj3cK,2022-11-24T11:59:30Z,97,175238,"dance pop, edm, pop, post-teen pop",45:34.7
La Bachata,Manuel Turizo,1,5ww2BF9slyYgNOk37BlC4u,2022-11-24T11:59:30Z,97,162637,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino",45:34.7
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",1,2tTmW7RDtMQtBk7m2rYeSw,2022-11-24T11:59:30Z,97,198937,"rap canario, trap latino",45:34.7
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"Jung Kook, BTS, FIFA Sound",1,1RDvyOk4WtPCtoqciJwVn8,2022-11-24T11:59:30Z,84,201391,,45:34.7
Made You Look,Meghan Trainor,2,0QHEIqNKsMoOY5urbzN48u,2022-11-24T11:59:30Z,91,134256,"dance pop, hip pop, pop, post-teen pop",45:34.7
Under The Influence,Chris Brown,3,5IgjP7X4th6nMNDh4akUHb,2022-11-24T11:59:30Z,95,184613,"dance pop, pop, r&b",45:34.7
I Ain't Worried,OneRepublic,1,4h9wh7iOZ0GGn8QVp4RAOB,2022-11-24T11:59:30Z,95,148485,"piano rock, pop",45:34.7
Me Porto Bonito,"Bad Bunny, Chencho Corleone",3,6Sq7ltF9Qa7SNFBsV5Cogx,2022-11-24T11:59:30Z,95,178567,reggaeton flow,45:34.7
Miss You,"Oliver Tree, Robin Schulz",1,73vIOb4Q7YN6HeJTbscRx5,2022-11-24T11:59:30Z,93,206000,"dance pop, deep euro house, deep house, edm, german dance, pop, pop dance, tropical house",45:34.7
Another Love,Tom Odell,3,7jtQIBanIiJOMS6RyCx6jZ,2022-11-24T11:59:30Z,66,244360,"chill pop, pop",45:34.7
Hey Mor,"Ozuna, Feid",9,1zsPaEkglFvxjAhrM8yhpr,2022-11-24T11:59:30Z,89,196600,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino",45:34.7
Tití Me Preguntó,Bad Bunny,4,1IHWl5LamUGEuP4ozKQSXZ,2022-11-24T11:59:30Z,95,243716,"reggaeton, trap latino",45:34.7
Bad Habit,Steve Lacy,5,4k6Uh1HXdhtusDW5y8Gbvy,2022-11-24T11:59:30Z,88,232066,afrofuturism,45:34.7
All I Want for Christmas Is You,Mariah Carey,2,0bYg9bo50gSsH3LtXe2SQn,2022-11-24T11:59:30Z,88,241106,"dance pop, pop, urban contemporary",45:34.7
Midnight Rain,Taylor Swift,6,3rWDp9tBPQR9z6U5YyRSK4,2022-11-24T11:59:30Z,91,174782,pop,45:34.7
Until I Found You,Stephen Sanchez,7,6VhuP99TE6gYNQRJIlAWFD,2022-11-24T11:59:30Z,83,176666,"gen z singer-songwriter, pop",45:34.7
Lavender Haze,Taylor Swift,1,5jQI2r1RdgtuT8S3iG8zFC,2022-11-24T11:59:30Z,91,202395,pop,45:34.7
DESPECHÁ,ROSALÍA,17,53tfEupEzQRtVFOeZvk7xq,2022-11-24T11:59:30Z,86,156787,r&b en espanol,45:34.7
Calm Down (with Selena Gomez),"Rema, Selena Gomez",1,0WtM2NBVQNNJLh6scP13H8,2022-11-24T11:59:30Z,92,239317,"dance pop, pop, post-teen pop",45:34.7
Mockingbird,Eminem,16,561jH07mF1jHuk7KlaeF0s,2022-11-24T11:59:30Z,89,250760,"detroit hip hop, hip hop, rap",45:34.7
CUFF IT,Beyoncé,4,1xzi1Jcr7mEi9K2RfzLOqS,2022-11-24T11:59:30Z,93,225388,"dance pop, pop, r&b",45:34.7
Die For You,The Weeknd,17,2LBqCSwhJGcFQeTHMVGwy3,2022-11-24T11:59:30Z,87,260253,"canadian contemporary r&b, canadian pop, pop",45:34.7
Romantic Homicide,d4vd,1,1xK59OXxi2TAAAbmZK0kBL,2022-11-24T11:59:30Z,93,132630,bedroom pop,45:34.7
Efecto,Bad Bunny,10,5Eax0qFko2dh7Rl2lYs3bx,2022-11-24T11:59:30Z,94,213061,"reggaeton, trap latino",45:34.7
golden hour,JVKE,3,5odlY52u43F5BjByhxg7wg,2022-11-24T11:59:30Z,88,209259,"modern indie pop, pop",45:34.7
I Wanna Be Yours,Arctic Monkeys,12,5XeFesFbtLpXzIVDNQP22n,2022-11-24T11:59:30Z,92,183956,"garage rock, modern rock, permanent wave, rock, sheffield indie",45:34.7
Lift Me Up,Rihanna,1,6sCvvleqKbeyOkQDieBYgp,2022-11-24T11:59:30Z,74,196520,"barbadian pop, dance pop, pop, urban contemporary",45:34.7
Sweater Weather,The Neighbourhood,4,2QjOHCTQ1Jl3zawyYOpxh6,2022-11-24T11:59:30Z,92,240400,"modern alternative rock, modern rock, pop, shimmer pop",45:34.7
SNAP,Rosa Linn,5,6zJejIfVYLgjud3lTk4DLB,2022-11-24T11:59:30Z,62,179551,alt z,45:34.7
"Duki: Bzrp Music Sessions, Vol. 50","Bizarrap, Duki",1,7MkylDYvKTSuWgrsBhHlsG,2022-11-24T11:59:30Z,86,221303,"argentine hip hop, trap argentino, trap latino, trap triste",45:34.7
Ojitos Lindos,"Bad Bunny, Bomba Estéreo",14,3k3NWokhRRkEPhCzPmV8TW,2022-11-24T11:59:30Z,93,258298,"cumbia, latin alternative, pop electronico, tropical alternativo",45:34.7
Monotonía,"Shakira, Ozuna",1,6G12ZafqofSq7YtrMqUm76,2022-11-24T11:59:30Z,92,158804,"puerto rican pop, reggaeton, trap latino",45:34.7
Glimpse of Us,Joji,1,4ewazQLXFTDC8XvCbhvtXs,2022-11-24T11:59:30Z,82,233456,viral pop,45:34.7
"You're On Your Own, Kid",Taylor Swift,5,4D7BCuvgdJlYvlX5WlN54t,2022-11-24T11:59:30Z,89,194206,pop,45:34.7
Maroon,Taylor Swift,2,3eX0NZfLtGzoLUxPNvRfqm,2022-11-24T11:59:30Z,89,218270,pop,45:34.7
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",4,1wtOxkiel43cVs0Yux5Q4h,2022-11-24T11:59:30Z,90,256124,"art pop, pop",45:34.7
Last Christmas,Wham!,1,2FRnf9qhLbvw8fu4IBXx78,2022-11-24T11:59:30Z,84,262960,"dance pop, disco, europop, new romantic, new wave, new wave pop, soft rock, synthpop",45:34.7
Die For You,Joji,3,26hOm7dTtBi0TdpDGl141t,2022-11-24T11:59:30Z,89,211666,viral pop,45:34.7
Bejeweled,Taylor Swift,9,3qoftcUZaUOncvIYjFSPdE,2022-11-24T11:59:30Z,88,194165,pop,45:34.7
Karma,Taylor Swift,11,7KokYm8cMIXCsGVmUvKtqf,2022-11-24T11:59:30Z,89,204852,pop,45:34.7
Heat Waves,Glass Animals,14,02MWAaffLxlfxAUY7c5dvx,2022-11-24T11:59:30Z,86,238805,"gauze pop, indietronica, shiver pop",45:34.7
Feliz Cumpleaños Ferxxo,Feid,3,2CeKVsFFXG4QzA415QygGb,2022-11-24T11:59:30Z,86,155960,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino",45:34.7
Just Wanna Rock,Lil Uzi Vert,1,4FyesJzVpA39hbYvcseO2d,2022-11-24T11:59:30Z,88,123890,"melodic rap, philly rap, rap, trap",45:34.7
Bones,Imagine Dragons,1,54ipXppHLA8U4yqpOFTUhr,2022-11-24T11:59:30Z,85,165264,"modern rock, rock",45:34.7
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",3,5PjdY0CKGZdEuoNab3yDmX,2022-11-24T11:59:30Z,85,141805,"canadian pop, pop",45:34.7
Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, Jung Kook, BTS",6,5Odq8ohlgIbQKMZivbWkEo,2022-11-24T11:59:30Z,82,154486,"k-pop, k-pop boy group",45:34.7
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",1,3nqQXoyQOWXiESFLlDF1hG,2022-11-25T11:47:10Z,100,156943,"dance pop, pop, transpop",16:47.7
Anti-Hero,Taylor Swift,3,0V3wPSX9ygBnCm8psDIegu,2022-11-25T11:47:10Z,97,200690,pop,16:47.7
Rich Flex,"Drake, 21 Savage",1,1bDbXMyjaUIooNwFE9wn0N,2022-11-25T11:47:10Z,95,239359,"atl hip hop, rap",16:47.7
La Bachata,Manuel Turizo,1,5ww2BF9slyYgNOk37BlC4u,2022-11-25T11:47:10Z,97,162637,"colombian pop, latin pop, reggaeton, reggaeton colombiano, trap latino",16:47.7
I'm Good (Blue),"David Guetta, Bebe Rexha",1,4uUG5RXrOk84mYEfFvj3cK,2022-11-25T11:47:10Z,97,175238,"dance pop, edm, pop, post-teen pop",16:47.7
As It Was,Harry Styles,4,4Dvkj6JhhA12EX05fT7y2e,2022-11-25T11:47:10Z,91,167303,pop,16:47.7
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo",1,2tTmW7RDtMQtBk7m2rYeSw,2022-11-25T11:47:10Z,97,198937,"rap canario, trap latino",16:47.7
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"Jung Kook, BTS, FIFA Sound",1,1RDvyOk4WtPCtoqciJwVn8,2022-11-25T11:47:10Z,86,201391,,16:47.7
Made You Look,Meghan Trainor,2,0QHEIqNKsMoOY5urbzN48u,2022-11-25T11:47:10Z,92,134256,"dance pop, hip pop, pop, post-teen pop",16:47.7
Under The Influence,Chris Brown,3,5IgjP7X4th6nMNDh4akUHb,2022-11-25T11:47:10Z,95,184613,"dance pop, pop, r&b",16:47.7
Me Porto Bonito,"Bad Bunny, Chencho Corleone",3,6Sq7ltF9Qa7SNFBsV5Cogx,2022-11-25T11:47:10Z,95,178567,reggaeton flow,16:47.7
All I Want for Christmas Is You,Mariah Carey,2,0bYg9bo50gSsH3LtXe2SQn,2022-11-25T11:47:10Z,89,241106,"dance pop, pop, urban contemporary",16:47.7
Miss You,"Oliver Tree, Robin Schulz",1,73vIOb4Q7YN6HeJTbscRx5,2022-11-25T11:47:10Z,93,206000,"dance pop, deep euro house, deep house, edm, german dance, pop, pop dance, tropical house",16:47.7
Hey Mor,"Ozuna, Feid",9,1zsPaEkglFvxjAhrM8yhpr,2022-11-25T11:47:10Z,89,196600,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino",16:47.7
Another Love,Tom Odell,3,7jtQIBanIiJOMS6RyCx6jZ,2022-11-25T11:47:10Z,66,244360,"chill pop, pop",16:47.7
I Ain't Worried,OneRepublic,1,4h9wh7iOZ0GGn8QVp4RAOB,2022-11-25T11:47:10Z,95,148485,"piano rock, pop",16:47.7
Tití Me Preguntó,Bad Bunny,4,1IHWl5LamUGEuP4ozKQSXZ,2022-11-25T11:47:10Z,95,243716,"reggaeton, trap latino",16:47.7
Bad Habit,Steve Lacy,5,4k6Uh1HXdhtusDW5y8Gbvy,2022-11-25T11:47:10Z,88,232066,afrofuturism,16:47.7
DESPECHÁ,ROSALÍA,17,53tfEupEzQRtVFOeZvk7xq,2022-11-25T11:47:10Z,86,156787,r&b en espanol,16:47.7
Mockingbird,Eminem,16,561jH07mF1jHuk7KlaeF0s,2022-11-25T11:47:10Z,90,250760,"detroit hip hop, hip hop, rap",16:47.7
Until I Found You,Stephen Sanchez,7,6VhuP99TE6gYNQRJIlAWFD,2022-11-25T11:47:10Z,83,176666,"gen z singer-songwriter, pop",16:47.7
Calm Down (with Selena Gomez),"Rema, Selena Gomez",1,0WtM2NBVQNNJLh6scP13H8,2022-11-25T11:47:10Z,92,239317,"dance pop, pop, post-teen pop",16:47.7
Efecto,Bad Bunny,10,5Eax0qFko2dh7Rl2lYs3bx,2022-11-25T11:47:10Z,94,213061,"reggaeton, trap latino",16:47.7
CUFF IT,Beyoncé,4,1xzi1Jcr7mEi9K2RfzLOqS,2022-11-25T11:47:10Z,93,225388,"dance pop, pop, r&b",16:47.7
Midnight Rain,Taylor Swift,6,3rWDp9tBPQR9z6U5YyRSK4,2022-11-25T11:47:10Z,91,174782,pop,16:47.7
Die For You,The Weeknd,17,2LBqCSwhJGcFQeTHMVGwy3,2022-11-25T11:47:10Z,87,260253,"canadian contemporary r&b, canadian pop, pop",16:47.7
golden hour,JVKE,3,5odlY52u43F5BjByhxg7wg,2022-11-25T11:47:10Z,88,209259,"modern indie pop, pop",16:47.7
Lavender Haze,Taylor Swift,1,5jQI2r1RdgtuT8S3iG8zFC,2022-11-25T11:47:10Z,91,202395,pop,16:47.7
Romantic Homicide,d4vd,1,1xK59OXxi2TAAAbmZK0kBL,2022-11-25T11:47:10Z,93,132630,bedroom pop,16:47.7
Last Christmas,Wham!,1,2FRnf9qhLbvw8fu4IBXx78,2022-11-25T11:47:10Z,84,262960,"dance pop, disco, europop, new romantic, new wave, new wave pop, soft rock, synthpop",16:47.7
Ojitos Lindos,"Bad Bunny, Bomba Estéreo",14,3k3NWokhRRkEPhCzPmV8TW,2022-11-25T11:47:10Z,93,258298,"cumbia, latin alternative, pop electronico, tropical alternativo",16:47.7
I Wanna Be Yours,Arctic Monkeys,12,5XeFesFbtLpXzIVDNQP22n,2022-11-25T11:47:10Z,92,183956,"garage rock, modern rock, permanent wave, rock, sheffield indie",16:47.7
SNAP,Rosa Linn,5,6zJejIfVYLgjud3lTk4DLB,2022-11-25T11:47:10Z,62,179551,alt z,16:47.7
Sweater Weather,The Neighbourhood,4,2QjOHCTQ1Jl3zawyYOpxh6,2022-11-25T11:47:10Z,92,240400,"modern alternative rock, modern rock, pop, shimmer pop",16:47.7
Monotonía,"Shakira, Ozuna",1,6G12ZafqofSq7YtrMqUm76,2022-11-25T11:47:10Z,92,158804,"puerto rican pop, reggaeton, trap latino",16:47.7
Lift Me Up,Rihanna,1,6sCvvleqKbeyOkQDieBYgp,2022-11-25T11:47:10Z,75,196520,"barbadian pop, dance pop, pop, urban contemporary",16:47.7
Rockin' Around The Christmas Tree,Brenda Lee,1,2EjXfH91m7f8HiJN1yQg97,2022-11-25T11:47:10Z,85,126266,"adult standards, brill building pop",16:47.7
"Duki: Bzrp Music Sessions, Vol. 50","Bizarrap, Duki",1,7MkylDYvKTSuWgrsBhHlsG,2022-11-25T11:47:10Z,86,221303,"argentine hip hop, trap argentino, trap latino, trap triste",16:47.7
Glimpse of Us,Joji,1,4ewazQLXFTDC8XvCbhvtXs,2022-11-25T11:47:10Z,82,233456,viral pop,16:47.7
Feliz Cumpleaños Ferxxo,Feid,3,2CeKVsFFXG4QzA415QygGb,2022-11-25T11:47:10Z,86,155960,"colombian pop, pop reggaeton, reggaeton colombiano, trap latino",16:47.7
Heat Waves,Glass Animals,14,02MWAaffLxlfxAUY7c5dvx,2022-11-25T11:47:10Z,86,238805,"gauze pop, indietronica, shiver pop",16:47.7
STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",3,5PjdY0CKGZdEuoNab3yDmX,2022-11-25T11:47:10Z,85,141805,"canadian pop, pop",16:47.7
Jingle Bell Rock,Bobby Helms,1,7vQbuQcyTflfCIOu3Uzzya,2022-11-25T11:47:10Z,84,130973,,16:47.7
Bones,Imagine Dragons,1,54ipXppHLA8U4yqpOFTUhr,2022-11-25T11:47:10Z,85,165264,"modern rock, rock",16:47.7
"You're On Your Own, Kid",Taylor Swift,5,4D7BCuvgdJlYvlX5WlN54t,2022-11-25T11:47:10Z,89,194206,pop,16:47.7
Die For You,Joji,3,26hOm7dTtBi0TdpDGl141t,2022-11-25T11:47:10Z,89,211666,viral pop,16:47.7
Just Wanna Rock,Lil Uzi Vert,1,4FyesJzVpA39hbYvcseO2d,2022-11-25T11:47:10Z,88,123890,"melodic rap, philly rap, rap, trap",16:47.7
Maroon,Taylor Swift,2,3eX0NZfLtGzoLUxPNvRfqm,2022-11-25T11:47:10Z,89,218270,pop,16:47.7
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",4,1wtOxkiel43cVs0Yux5Q4h,2022-11-25T11:47:10Z,90,256124,"art pop, pop",16:47.7
Neverita,Bad Bunny,8,31i56LZnwE6uSu3exoHjtB,2022-11-25T11:47:10Z,91,173119,"reggaeton, trap latino",16:47.7
